,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,location,language,profileImageURL
1883,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:33:37,FALSE,NA,982416065715109888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArianasNamjoon,3665,TRUE,FALSE,NA,NA,United States,en,http://pbs.twimg.com/profile_images/908104722376122368/8DqDcR0T_normal.jpg
1884,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:33:33,FALSE,NA,982416051513253888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jungkookorwhat,3665,TRUE,FALSE,NA,NA,����,en,http://pbs.twimg.com/profile_images/982105825060708360/YQDw58LR_normal.jpg
1885,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:33:31,FALSE,NA,982416042612977664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",honeyboyj3,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/981691849776693248/8_xiA-GR_normal.jpg
1886,@Antzy28 It's nice you enjoyed your beers.�� I had salad for breakfast.❤️ Thank you. I'll have a nice weekend.❣️ Hop… https://t.co/2r7zrtv8lr,FALSE,1,Antzy28,2018-04-07 0:33:13,TRUE,982414763664789504,982415967517995008,199326819,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Koto3sax,0,FALSE,FALSE,NA,NA,東京都,ja,http://pbs.twimg.com/profile_images/967250761385037830/O-UV3iKd_normal.jpg
1887,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:33:11,FALSE,NA,982415956910555136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",K8KTAE,3665,TRUE,FALSE,NA,NA,sv,en,http://pbs.twimg.com/profile_images/981481784603897856/-TB3qvVg_normal.jpg
1888,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:32:02,FALSE,NA,982415669277806592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yoongaetteok,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/978632311729152000/Qo6YUcd1_normal.jpg
1889,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:31:36,FALSE,NA,982415560414846977,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carrie47783,3665,TRUE,FALSE,NA,NA,"Texas, USA",en,http://pbs.twimg.com/profile_images/979703813379710976/x2VPxjNg_normal.jpg
1890,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:29:27,FALSE,NA,982415018472779777,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeonnybun,3665,TRUE,FALSE,NA,NA,exo's dorm,en,http://pbs.twimg.com/profile_images/981697512154148871/qQHKSewe_normal.jpg
1891,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:29:16,FALSE,NA,982414974482968577,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",92KSE0KJ,3665,TRUE,FALSE,NA,NA,[sea.mp3],en,http://pbs.twimg.com/profile_images/983695388568838144/Z-arc6Rq_normal.jpg
1892,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:29:15,FALSE,NA,982414969948987392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MytheCherish,3665,TRUE,FALSE,NA,NA,Republic of the Philippines,en,http://pbs.twimg.com/profile_images/983909260739268609/fWo3QKGa_normal.jpg
1893,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:28:57,FALSE,NA,982414892375334912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",namjafan,3665,TRUE,FALSE,NA,NA,exol army ;; xiuchen taekook,en,http://pbs.twimg.com/profile_images/984302026136764417/RWwt2mNJ_normal.jpg
1894,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:28:41,FALSE,NA,982414826625417218,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chongmin22,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/952185325702365185/2ehAHNQF_normal.jpg
1895,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:28:17,FALSE,NA,982414724162867202,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kem_isa_penguin,3665,TRUE,FALSE,NA,NA,✨in my room stanning legends✨,en,http://pbs.twimg.com/profile_images/983842373171122176/tgihdvRp_normal.jpg
1896,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:28:14,FALSE,NA,982414713458851840,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",winterlove_bts,3665,TRUE,FALSE,NA,NA,"Sydney, New South Wales",en,http://pbs.twimg.com/profile_images/981416514824867841/tETYDCFJ_normal.jpg
1897,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:27:51,FALSE,NA,982414615777705984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fiercellemina,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983601289698226176/yiOJgKAB_normal.jpg
1898,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:27:45,FALSE,NA,982414591085838336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",biebersunbaenim,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983319640758599685/8HgV4bEx_normal.jpg
1899,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:27:35,FALSE,NA,982414550229110784,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nochelujm,3665,TRUE,FALSE,NA,NA,,id,http://pbs.twimg.com/profile_images/981931510394572800/3uo0uyqJ_normal.jpg
1900,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:41,FALSE,NA,982414321400496130,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",taeceyshii,3665,TRUE,FALSE,NA,NA,love yourself,en,http://pbs.twimg.com/profile_images/965787650421506049/yI9N1cXD_normal.jpg
1901,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:28,FALSE,NA,982414268556431362,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",borntoloveBTS,3665,TRUE,FALSE,NA,NA,���� × ����• +63 • since 2014,en,http://pbs.twimg.com/profile_images/980799620065370112/5C8cZuLy_normal.jpg
1902,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:28,FALSE,NA,982414267444936704,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kookiesdna,3665,TRUE,FALSE,NA,NA,PH | Banqtanqjinjaem2.0™,en,http://pbs.twimg.com/profile_images/982169800808980480/lfiiEOGJ_normal.jpg
1903,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:25,FALSE,NA,982414253633167360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HappyNyss,3665,TRUE,FALSE,NA,NA,Neverland,en,http://pbs.twimg.com/profile_images/984165539680407552/ztU_Y1Qf_normal.jpg
1904,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:12,FALSE,NA,982414200784982021,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",flavouredjeon,3665,TRUE,FALSE,NA,NA,lost in music ღ,pt,http://pbs.twimg.com/profile_images/982941580385546241/Qngl2emY_normal.jpg
1905,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:26:03,FALSE,NA,982414164172812289,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kooktaechim_,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/965091209671667712/VFaOUBXL_normal.jpg
1906,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:25:19,FALSE,NA,982413978289745920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moraxlu_BTS,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983023688965591042/Z63BlAju_normal.jpg
1907,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:24:43,FALSE,NA,982413828313972742,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Beyond10Scene,3665,TRUE,FALSE,NA,NA,"London, England",en,http://pbs.twimg.com/profile_images/982990775939198977/bXrySt8Q_normal.jpg
1908,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:24:13,FALSE,NA,982413700228411392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YouGotNoJams96,3665,TRUE,FALSE,NA,NA,"Buenos Aires, Argentina",es,http://pbs.twimg.com/profile_images/980654297070358529/Ifvi94pA_normal.jpg
1909,"My sleep analysis on 2018/04/07
#SleepMeister https://t.co/EPtZKucyC6 https://t.co/yPKggfp0dE",FALSE,0,NA,2018-04-07 0:23:45,FALSE,NA,982413584721362944,NA,"<a href=""http://www.amuate.com/sleepmeisterliteen.html"" rel=""nofollow"">Sleep Meister Lite</a>",halfpantsman,0,FALSE,FALSE,NA,NA,東京都,ja,http://pbs.twimg.com/profile_images/776855668972072960/63hqfZJf_normal.jpg
1910,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:23:24,FALSE,NA,982413497282670592,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hyunqtaehyunq,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/980749253944291328/wlKFhqW0_normal.jpg
1911,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:23:18,FALSE,NA,982413471521427457,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BTS_are_angels7,3665,TRUE,FALSE,NA,NA,����,en,http://pbs.twimg.com/profile_images/982412017704333313/NO1mabCF_normal.jpg
1912,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:22:31,FALSE,NA,982413272858222598,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chimmynie_,3665,TRUE,FALSE,NA,NA,⋰ᴊ⋰ᴊ⋰ᴋ⋰+⋰ᴘ⋰ᴊ⋰ᴍ⋰,en,http://pbs.twimg.com/profile_images/982968669922844672/gYItl1CB_normal.jpg
1913,"RT @kookceptional: [trans] S Cawaii May Edition—about Suga and his love for sleep

@BTS_twt #MTVBRKPOPBTS #PremiosMTVMiaw https://t.co/lxpX…",FALSE,0,NA,2018-04-07 0:22:20,FALSE,NA,982413227895111680,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itssmecristinaG,210,TRUE,FALSE,NA,NA,"Bristol, England",en,http://pbs.twimg.com/profile_images/880200368533024769/XEqB4Dn8_normal.jpg
1914,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:22:13,FALSE,NA,982413200040706048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cpecificjm,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983555631373139968/6FoAGsID_normal.jpg
1915,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:21:14,FALSE,NA,982412949959491585,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",papemelrotae,3665,TRUE,FALSE,NA,NA,eternal roommates,en,http://pbs.twimg.com/profile_images/982970502359670789/7WoW1Dz-_normal.jpg
1916,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:20:27,FALSE,NA,982412753582329863,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yoongiverse0903,3665,TRUE,FALSE,NA,NA,"Copiapo,Chile",es,http://pbs.twimg.com/profile_images/870322204365533184/vMn6DcD3_normal.jpg
1917,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:17:49,FALSE,NA,982412089611333632,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yoonminisreall,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/980363955569803264/WeR9UbaS_normal.jpg
1918,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:17:21,FALSE,NA,982411971550162945,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KarenAm60339486,3665,TRUE,FALSE,NA,NA,"Coahuila de Zaragoza, México",en,http://pbs.twimg.com/profile_images/980347498173747200/B1n-bK0x_normal.jpg
1919,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:17:09,FALSE,NA,982411924099956743,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",minyrdjosten,3665,TRUE,FALSE,NA,NA,,es,http://pbs.twimg.com/profile_images/982672628920926208/KGzHRbBV_normal.jpg
1920,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:16:53,FALSE,NA,982411856227614720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sugabearkookie,3665,TRUE,FALSE,NA,NA,Fan account,en,http://pbs.twimg.com/profile_images/983225510745358338/eIERgCg-_normal.jpg
1921,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:16:51,FALSE,NA,982411846463508485,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ifntbtsrm,3665,TRUE,FALSE,NA,NA,Portugal,pt,http://pbs.twimg.com/profile_images/983067362432778240/yoPJ2K8z_normal.jpg
1922,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:14:54,FALSE,NA,982411358493798400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",namseokchips,3665,TRUE,FALSE,NA,NA,���� || fan account,en,http://pbs.twimg.com/profile_images/982896409304154112/8UehzNj7_normal.jpg
1923,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:14:17,FALSE,NA,982411200041336832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",andam2112,3665,TRUE,FALSE,NA,NA,Indonesia,en,http://pbs.twimg.com/profile_images/978836042559057921/xaDdOFxL_normal.jpg
1924,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:13:55,FALSE,NA,982411108723048448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AliPenarubia_,3665,TRUE,FALSE,NA,NA,"Cavite City, Calabarzon",en,http://pbs.twimg.com/profile_images/981763645569773569/rVwTpaOz_normal.jpg
1925,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:13:47,FALSE,NA,982411075076243456,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bangtanizied,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/977833664858882049/UczN1HAK_normal.jpg
1926,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:12:18,FALSE,NA,982410700730617856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_TiffanyDqaf_,3665,TRUE,FALSE,NA,NA,ʍíղժíղց ʍվ ҍմՏÍղҽՏՏ ~,en,http://pbs.twimg.com/profile_images/980728665209270272/Kx4GWAY9_normal.jpg
1927,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:11:20,FALSE,NA,982410460761767936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tae2kyung,3665,TRUE,FALSE,NA,NA,Galaxy - Andromeda,id,http://pbs.twimg.com/profile_images/943068133555781632/ptU5qWgi_normal.jpg
1928,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:11:02,FALSE,NA,982410383624306688,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",missyArMy99,3665,TRUE,FALSE,NA,NA,Selangor Malaysia,en,http://pbs.twimg.com/profile_images/982885731365371904/d9HuPnmS_normal.jpg
1929,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:10:34,FALSE,NA,982410264451530752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aIppaka,3665,TRUE,FALSE,NA,NA,actor jin riSE | 起承结轉 .....,en,http://pbs.twimg.com/profile_images/984347541125808128/qPAxAeAv_normal.jpg
1930,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:10:28,FALSE,NA,982410241290784769,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",outroyoongz,3665,TRUE,FALSE,NA,NA,,es,http://pbs.twimg.com/profile_images/980746402597949440/6NCb-4p__normal.jpg
1931,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:09:41,FALSE,NA,982410044116385793,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wantingbts,3665,TRUE,FALSE,NA,NA,adoring bts,en,http://pbs.twimg.com/profile_images/982247775306858501/OCbYrnaX_normal.jpg
1932,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:07:30,FALSE,NA,982409494469554176,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",epiloguie,3665,TRUE,FALSE,NA,NA,"love yourself, f [she/her]",en,http://pbs.twimg.com/profile_images/983263084151128064/eNGpxW2a_normal.jpg
1933,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:07:24,FALSE,NA,982409467785555968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoKwonnection,3665,TRUE,FALSE,NA,NA,Your Room,en,http://pbs.twimg.com/profile_images/977973970338271233/M03IBYkd_normal.jpg
1934,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:06:37,FALSE,NA,982409274256052224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",parkjimin_10060,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/913970747579678721/ykKvwqGy_normal.jpg
1935,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:06:08,FALSE,NA,982409151560257541,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",inevrwalkalone,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/982039898919243776/Wxd6N9jL_normal.jpg
1936,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:05:33,FALSE,NA,982409004302282752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kkocceuro,3665,TRUE,FALSE,NA,NA,yah girl lives in PH,en,http://pbs.twimg.com/profile_images/983622437588758528/NRrLw7-w_normal.jpg
1937,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:04:20,FALSE,NA,982408697598033920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mybtsstory,3665,TRUE,FALSE,NA,NA,Republic of the Philippines,en,http://pbs.twimg.com/profile_images/980592166912307200/OBcuNyo-_normal.jpg
1938,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:03:54,FALSE,NA,982408588902645761,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2ndofoct2016,3665,TRUE,FALSE,NA,NA,Canada,en-gb,http://pbs.twimg.com/profile_images/973738474841886720/9PuaHrOz_normal.jpg
1939,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:02:37,FALSE,NA,982408266868240384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Annrang21,3665,TRUE,FALSE,NA,NA,,es,http://pbs.twimg.com/profile_images/966794994659991552/Uz2O4_T-_normal.jpg
1940,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:01:01,FALSE,NA,982407865133514752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oreojimin,3665,TRUE,FALSE,NA,NA,��,en,http://pbs.twimg.com/profile_images/982613043774287872/_RoD-tET_normal.jpg
1941,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:00:46,FALSE,NA,982407799622782983,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",myselfasarmy,3665,TRUE,FALSE,NA,NA,,de,http://pbs.twimg.com/profile_images/981929920254349312/fzi3c6pT_normal.jpg
1942,"My sleep analysis on 2018/04/07
#SleepMeister https://t.co/FQTYlhU0Tw https://t.co/d9JcpDq13E",FALSE,0,NA,2018-04-07 0:00:40,FALSE,NA,982407775274680320,NA,"<a href=""http://www.amuate.com/sleepmeisterliteen.html"" rel=""nofollow"">Sleep Meister Lite</a>",_ell_ill_nill_,0,FALSE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983394874912260096/G_5oPXy4_normal.jpg
1943,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-07 0:00:18,FALSE,NA,982407683226517504,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_aeok,3665,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/937219914888232961/1GkInFWL_normal.jpg
